id,original_text,segmented_text,equation,ans
1046,Gwen bought two coloring books . One had 10 pictures and the other had 39 . After one week she had already colored 13 of the pictures . How many pictures does she still have to color ?,Gwen bought two coloring books . One had 10 pictures and the other had 39 . After one week she had already colored 13 of the pictures . How many pictures does she still have to color ?,X=((10.0+39.0)-13.0),36
1047,Diana starts with 65 bottle caps . 4 are eaten by a hippopotamus . How many bottle caps does Diana end with ?,Diana starts with 65 bottle caps . 4 are eaten by a hippopotamus . How many bottle caps does Diana end with ?,X=(65.0-4.0),61
1048,There are 7 dogwood trees currently in the park . Park workers will plant 3 more dogwood trees today and 2 more dogwood trees tomorrow . How many dogwood trees will the park have when the workers are finished ?,There are 7 dogwood trees currently in the park . Park workers will plant 3 more dogwood trees today and 2 more dogwood trees tomorrow . How many dogwood trees will the park have when the workers are finished ?,x=7+3+2,12
1049,Randy needs 53 cupcakes for a birthday party . He already has 7 chocolate cupcakes and 19 vanilla cupcakes . How many more cupcakes should Randy buy ?,Randy needs 53 cupcakes for a birthday party . He already has 7 chocolate cupcakes and 19 vanilla cupcakes . How many more cupcakes should Randy buy ?,x=53-7-19,27
1050,Luke was selling his old games . He started out with 57 but sold 39 of them . He packed the rest up putting 2 games into each box . How many boxes did he have to use ?,Luke was selling his old games . He started out with 57 but sold 39 of them . He packed the rest up putting 2 games into each box . How many boxes did he have to use ?,X=((57.0-39.0)/2.0),9
1051,"John has 3 sacks of apples and 3 more apples in his pocket .   Altogether , John has 33 apples . How many apples are in each sack ?","John has 3 sacks of apples and 3 more apples in his pocket .   Altogether , John has 33 apples . How many apples are in each sack ?",x=(33.0-3.0)/3.0,10
1052,"Edward bought 79 tickets at the state fair . He spent 23 tickets at the ' dunk a clown ' booth and decided to use the rest on rides . If each ride cost 7 tickets , how many rides could he go on ?","Edward bought 79 tickets at the state fair . He spent 23 tickets at the ' dunk a clown ' booth and decided to use the rest on rides . If each ride cost 7 tickets , how many rides could he go on ?",X=((79.0-23.0)/7.0),8
1053,"The Montoya family spends 0.6 their budget on groceries and another 0.2 going out to eat . Altogether , what fraction of their budget does the Montoya family spend on food ?","The Montoya family spends 0.6 their budget on groceries and another 0.2 going out to eat . Altogether , what fraction of their budget does the Montoya family spend on food ?",X=0.6+0.2,0.8
1054,A pet store had 38 siamese cats and 25 house cats . During a sale they sold 45 cats . How many cats do they have left ?,A pet store had 38 siamese cats and 25 house cats . During a sale they sold 45 cats . How many cats do they have left ?,X=((38.0+25.0)-45.0),18
1055,"A bucket contains 3 gallons of water . If Derek adds 6.8 gallons more , how many gallons will there be in all ?","A bucket contains 3 gallons of water . If Derek adds 6.8 gallons more , how many gallons will there be in all ?",X=3.0+6.8,9.8
1056,Amy paid 63.36 dollars for a pair of running shoes during a 15 % off sale . What is the regular price of the running shoes ?,Amy paid 63.36 dollars for a pair of running shoes during a 15 % off sale . What is the regular price of the running shoes ?,x=63.36/(1-(15.0*0.01)),74.54
1057,"Vanessa and her friends were recycling paper for their class . For every 9 pounds they recycled they earned one point . If Vanessa recycled 20 pounds and her friends recycled 16 pounds , how many points did they earn ?","Vanessa and her friends were recycling paper for their class . For every 9 pounds they recycled they earned one point . If Vanessa recycled 20 pounds and her friends recycled 16 pounds , how many points did they earn ?",X=((20.0+16.0)/9.0),4
1058,"While on vacation , Rachel took 6 pictures at the zoo and 9 at the museum . If she later deleted 11 of the pictures , how many pictures from her vacation did she still have ?","While on vacation , Rachel took 6 pictures at the zoo and 9 at the museum . If she later deleted 11 of the pictures , how many pictures from her vacation did she still have ?",X=((6.0+9.0)-11.0),4
1059,The probability that San Francisco plays in the next Superbowl is 9 times the probability that they do not play in the next Superbowl . The probability that San Francisco plays in the next Superbowl plus the probability they do not play is 1 . What is the probability that San Francisco plays in the next Superbowl ?,The probability that San Francisco plays in the next Superbowl is 9 times the probability that they do not play in the next Superbowl . The probability that San Francisco plays in the next Superbowl plus the probability they do not play is 1 . What is the probability that San Francisco plays in the next Superbowl ?,x=9.0/(1.0+9.0),0.9
1060,"It rained 0.9 inches on Monday . On Tuesday , it rained 0.7 inches less than on Monday . How much did it rain on Tuesday ?","It rained 0.9 inches on Monday . On Tuesday , it rained 0.7 inches less than on Monday . How much did it rain on Tuesday ?",x=0.9-0.7,0.2
1061,Lucy has an aquarium with 212 fish . She wants to buy 68 more fish . How many fish would Lucy have then ?,Lucy has an aquarium with 212 fish . She wants to buy 68 more fish . How many fish would Lucy have then ?,X=(212.0+68.0),280
1062,"If Charles strolled 6 miles at 3 miles per hour , how long was Charles travelling ?","If Charles strolled 6 miles at 3 miles per hour , how long was Charles travelling ?",X=(6.0/3.0),2
1063,A pet store had 41 siamese cats and 28 house cats . During a sale they sold 15 cats . How many cats do they have left ?,A pet store had 41 siamese cats and 28 house cats . During a sale they sold 15 cats . How many cats do they have left ?,X=((41.0+28.0)-15.0),54
1064,Sam went to 14 football games this year . He went to 29 games   last year . How many football games did Sam go to in all ?,Sam went to 14 football games this year . He went to 29 games   last year . How many football games did Sam go to in all ?,x=14+29,43
1065,"A dust storm sweeps across the prairie . It covers 64535 acres of the prairie in dust , but leaves 522 acres untouched . How many acres does the prairie cover ?","A dust storm sweeps across the prairie . It covers 64535 acres of the prairie in dust , but leaves 522 acres untouched . How many acres does the prairie cover ?",x=64535+522,65057
1066,"A company invited 47 people to a luncheon , but 7 of them did n't show up . If the tables they had held 5 people each , how many tables do they need ?","A company invited 47 people to a luncheon , but 7 of them did n't show up . If the tables they had held 5 people each , how many tables do they need ?",X=((47.0-7.0)/5.0),8
1067,Craig has 20 apples . Judy has 11 apples . He shares 7 with Eugene . How many apples will Craig have ?,Craig has 20 apples . Judy has 11 apples . He shares 7 with Eugene . How many apples will Craig have ?,X=(20.0-7.0),13
1068,"The Montoya family spends 0.6 of their budget on groceries and another 0.2 going out to eat . Altogether , what fraction of their budget does the Montoya family spend on food ?","The Montoya family spends 0.6 of their budget on groceries and another 0.2 going out to eat . Altogether , what fraction of their budget does the Montoya family spend on food ?",x=0.6+0.2,0.8
1069,Jill invited 37 people to her birthday party . They each ate 8 pieces of pizza . How many pieces of pizza did they eat ?,Jill invited 37 people to her birthday party . They each ate 8 pieces of pizza . How many pieces of pizza did they eat ?,X=(37.0*8.0),296
1070,"Each year , salmon travel upstream , going from the ocean to the rivers where they were born . This year , 712261 male and 259378 female salmon returned to their rivers . How many salmon made the trip ?","Each year , salmon travel upstream , going from the ocean to the rivers where they were born . This year , 712261 male and 259378 female salmon returned to their rivers . How many salmon made the trip ?",X=712261.0+259378.0,971639
1071,"Bianca was organizing her book case making sure each of the shelves had exactly 8 books on it . If she had 5 shelves of mystery books and 4 shelves of picture books , how many books did she have total ?","Bianca was organizing her book case making sure each of the shelves had exactly 8 books on it . If she had 5 shelves of mystery books and 4 shelves of picture books , how many books did she have total ?",X=(8.0*(5.0+4.0)),72
1072,"When Jake had 1 cat , he needed to serve 0.5 can of cat food each day . Now that Jake has adopted a second cat , he needs to serve a total of 0.9 can each day . How much extra food is needed to feed the second cat ?","When Jake had 1 cat , he needed to serve 0.5 can of cat food each day . Now that Jake has adopted a second cat , he needs to serve a total of 0.9 can each day . How much extra food is needed to feed the second cat ?",X=0.9-0.5,0.4
1073,There are 8 apples in a pile on the desk . Each apple comes in a package of 11 . 5 apples are added to the pile . How many apples are there in the pile ?,There are 8 apples in a pile on the desk . Each apple comes in a package of 11 . 5 apples are added to the pile . How many apples are there in the pile ?,X=(8.0+5.0),13
1074,There are 24 bicycles and 14 tricycles in the storage area at Danny 's apartment building . Each bicycle has 2 wheels and each tricycle has 3 wheels . How many wheels are there in all ?,There are 24 bicycles and 14 tricycles in the storage area at Danny 's apartment building . Each bicycle has 2 wheels and each tricycle has 3 wheels . How many wheels are there in all ?,x=(24*2)+(14*3),90
1075,"At the beach , Janet and her sister both built sandcastles and then measured their heights . Janet 's sandcastle was 3.6666666666666665 feet tall and her sister 's was 2.3333333333333335 feet tall . How much taller was Janet 's sandcastle than her sister 's ?","At the beach , Janet and her sister both built sandcastles and then measured their heights . Janet 's sandcastle was 3.6666666666666665 feet tall and her sister 's was 2.3333333333333335 feet tall . How much taller was Janet 's sandcastle than her sister 's ?",x=3.6666666666666665-2.3333333333333335,1.333333333
1076,The school is planning a field trip . There are 180 students and 60 seats on each school bus . How many buses are needed to take the trip ?,The school is planning a field trip . There are 180 students and 60 seats on each school bus . How many buses are needed to take the trip ?,X=(180.0/60.0),3
1077,A grocery store is selling hamburger for 1.89 dollars per pound . This is 0.28 dollars less than the price at a competitor 's store . Find the price at the competitor 's store .,A grocery store is selling hamburger for 1.89 dollars per pound . This is 0.28 dollars less than the price at a competitor 's store . Find the price at the competitor 's store .,x=1.89+0.28,2.17
1078,"Rachel was playing a video game and had 10 lives . In a hard part of the game she lost 4 lives . If she got 26 more lives in the next level , how many lives would she have ?","Rachel was playing a video game and had 10 lives . In a hard part of the game she lost 4 lives . If she got 26 more lives in the next level , how many lives would she have ?",X=((10.0+26.0)-4.0),32
1079,Heather has 60 oranges . Russell takes 35 away . How many oranges will Heather have ?,Heather has 60 oranges . Russell takes 35 away . How many oranges will Heather have ?,X=(60.0-35.0),25
1080,"Vanessa had 16 music files and 48 video files on her flash drive . If she deleted 30 of the files , how many files were still on her flash drive ?","Vanessa had 16 music files and 48 video files on her flash drive . If she deleted 30 of the files , how many files were still on her flash drive ?",X=((16.0+48.0)-30.0),34
1081,Keith grew 6 turnips . Alyssa grew 9 turnips . How many turnips did they grow in all ?,Keith grew 6 turnips . Alyssa grew 9 turnips . How many turnips did they grow in all ?,X=6+9,15
1082,"There are 2 students in the class and 18 pencils . If the pencils are divided equally among the students , how many does each student get ?","There are 2 students in the class and 18 pencils . If the pencils are divided equally among the students , how many does each student get ?",X=(18.0/2.0),9
1083,"Zoe baked 5 brownies , but needed 11 total for her party . If she used 7 cups of flour on each one , how much cups of flour does she still need ?","Zoe baked 5 brownies , but needed 11 total for her party . If she used 7 cups of flour on each one , how much cups of flour does she still need ?",X=(7.0*(11.0-5.0)),42
1084,A markup rate of 40 % was used on a basketball with a selling price of 82.60 dollars . Find the cost of the basketball .,A markup rate of 40 % was used on a basketball with a selling price of 82.60 dollars . Find the cost of the basketball .,x=82.6/(1+40*0.01),59
1085,"Tom went to 4 hockey games this year , but missed 7 . He went to 9 games last year . How many hockey games did Tom go to in all ?","Tom went to 4 hockey games this year , but missed 7 . He went to 9 games last year . How many hockey games did Tom go to in all ?",X=4+9,13
1086,"Emily bought 4 new chairs and 2 new tables for her house . If she spent 8 minutes on each piece furniture putting it together , how many minutes did it take her to finish ?","Emily bought 4 new chairs and 2 new tables for her house . If she spent 8 minutes on each piece furniture putting it together , how many minutes did it take her to finish ?",X=(8.0*(4.0+2.0)),48
1087,Sam has 110 books . Joan has 102 books . How many books do they have together ?,Sam has 110 books . Joan has 102 books . How many books do they have together ?,X=110+102,212
1088,Sam found 18 seashells and Mary found 47 seashells on the beach . How many seashells did they find together ?,Sam found 18 seashells and Mary found 47 seashells on the beach . How many seashells did they find together ?,x=18+47,65
1089,Sam had 9 dimes in his bank . His dad gave him 7 dimes . How many dimes does Sam have now ?,Sam had 9 dimes in his bank . His dad gave him 7 dimes . How many dimes does Sam have now ?,X=9+7,16
1090,A number is 14 less than the sum of 30 and 29 . What is the number ?,A number is 14 less than the sum of 30 and 29 . What is the number ?,x=(30.0+29.0)-14.0,45
1091,Sam went to 14 football games this year . He went to 29 games last year . How many football games did Sam go to in all ?,Sam went to 14 football games this year . He went to 29 games last year . How many football games did Sam go to in all ?,X=14+29,43
1092,Nancy bought 615 crayons that came in packs of 15 .   How many packs of crayons did Nancy buy ?,Nancy bought 615 crayons that came in packs of 15 .   How many packs of crayons did Nancy buy ?,x=615/15,41
1093,Scarlett made a fruit salad with 0.25 pound of melon and 0.375 pound of berries . How many pounds of fruit did Scarlett use in all ?,Scarlett made a fruit salad with 0.25 pound of melon and 0.375 pound of berries . How many pounds of fruit did Scarlett use in all ?,X=0.25+0.375,0.625
1094,"At Oliver 's Restaurant a group with 2 adults and 4 children came in to eat . If each meal cost 3 dollars , how much was the bill ?","At Oliver 's Restaurant a group with 2 adults and 4 children came in to eat . If each meal cost 3 dollars , how much was the bill ?",X=(3.0*(2.0+4.0)),18
1095,"A waiter had 19 customers to wait on . If 14 customers left and he got another 36 customers , how many customers would he have ?","A waiter had 19 customers to wait on . If 14 customers left and he got another 36 customers , how many customers would he have ?",X=((19.0+36.0)-14.0),41
1096,There are 6 marbles in each box . How many marbles are in 3 boxes ?,There are 6 marbles in each box . How many marbles are in 3 boxes ?,X=(6.0*3.0),18
1097,"A farmer estimates that he will harvest 48097 bushels of wheat . The weather is perfect during the growing season , so he harvests 684 more bushels of wheat than expected . How many bushels of wheat does the farmer harvest ?","A farmer estimates that he will harvest 48097 bushels of wheat . The weather is perfect during the growing season , so he harvests 684 more bushels of wheat than expected . How many bushels of wheat does the farmer harvest ?",x=48097+684,48781
1098,"Joan has 9 blue balloons , Sally has 5 blue balloons , and Jessica has 2 blue balloons . How many blue balloons do they have in total ?","Joan has 9 blue balloons , Sally has 5 blue balloons , and Jessica has 2 blue balloons . How many blue balloons do they have in total ?",x=9+5+2,16
1099,Jacqueline has 4 boxes of erasers . Each box holds 10 erasers and there are 9 boxes in a case . How many erasers does Jacqueline have ?,Jacqueline has 4 boxes of erasers . Each box holds 10 erasers and there are 9 boxes in a case . How many erasers does Jacqueline have ?,X=(4.0*10.0),40
1100,There are 261 fishbowls . Each fishbowl has 23 fish . How many fish are there ?,There are 261 fishbowls . Each fishbowl has 23 fish . How many fish are there ?,X=(261.0*23.0),6003
1101,"It has been tradition in Shiela ’s home to hang a sock above the fireplace for each member of the family . This year , she placed a cinnamon ball every day in the socks for 5 of her family members . How long can she do this if she bought 50 cinnamon balls ?","It has been tradition in Shiela ’s home to hang a sock above the fireplace for each member of the family . This year , she placed a cinnamon ball every day in the socks for 5 of her family members . How long can she do this if she bought 50 cinnamon balls ?",x=50/5,10
1102,Benny bought 7 dozen eggs from the grocery store to bake some cakes .   How many eggs did Benny buy ?,Benny bought 7 dozen eggs from the grocery store to bake some cakes .   How many eggs did Benny buy ?,x=7*12,84
1103,"Vanessa and her mom were picking carrots from their garden . Vanessa picked 17 and her mother picked 14 . If only 24 of the carrots were good , how many bad carrots did they have ?","Vanessa and her mom were picking carrots from their garden . Vanessa picked 17 and her mother picked 14 . If only 24 of the carrots were good , how many bad carrots did they have ?",X=((17.0+14.0)-24.0),7
1104,Brenda starts with 7 Skittles . She buys 8 more . How many Skittles does Brenda end with ?,Brenda starts with 7 Skittles . She buys 8 more . How many Skittles does Brenda end with ?,X=(7.0+8.0),15
1105,"In Mr. Olsen 's mathematics class , 0.7 of the students received A 's and 0.2 received B 's . What fraction of the students received either A 's or B 's ?","In Mr. Olsen 's mathematics class , 0.7 of the students received A 's and 0.2 received B 's . What fraction of the students received either A 's or B 's ?",x=0.7+0.2,0.9
1106,There are 544 pots . Each pot has 32 flowers in it . How many flowers are there in all ?,There are 544 pots . Each pot has 32 flowers in it . How many flowers are there in all ?,X=(544.0*32.0),17408
1107,Juan ran 80 miles at 10 miles per hour . How long did Juan run ?,Juan ran 80 miles at 10 miles per hour . How long did Juan run ?,X=(80.0/10.0),8
1108,"A painter needed to paint 11 rooms in a building . Each room takes 7 hours to paint . If he already painted 2 rooms , how much longer will he take to paint the rest ?","A painter needed to paint 11 rooms in a building . Each room takes 7 hours to paint . If he already painted 2 rooms , how much longer will he take to paint the rest ?",X=(7.0*(11.0-2.0)),63
1109,"April 's discount flowers was having a sale where each rose was 9 dollars . If April started with 11 roses and had 8 roses left , how much money did she earn ?","April 's discount flowers was having a sale where each rose was 9 dollars . If April started with 11 roses and had 8 roses left , how much money did she earn ?",X=(9.0*(11.0-8.0)),27
1110,Emily was planting vegetables in her garden . She started with 41 seeds and planted 29 of them in the big garden and in each of her small gardens put 4 seeds each . How many small gardens did Emily have ?,Emily was planting vegetables in her garden . She started with 41 seeds and planted 29 of them in the big garden and in each of her small gardens put 4 seeds each . How many small gardens did Emily have ?,X=((41.0-29.0)/4.0),3
1111,"If the quotient of 3 times a number and 5 is increased by 4 , the result is 34 . Find the number .","If the quotient of 3 times a number and 5 is increased by 4 , the result is 34 . Find the number .",x=(34.0-4.0)*5.0/3.0,50
1112,Albert has two snakes . The garden snake is 10 inches long . The boa constrictor is 7 times longer than the garden snake . How long is the boa   constrictor ?,Albert has two snakes . The garden snake is 10 inches long . The boa constrictor is 7 times longer than the garden snake . How long is the boa   constrictor ?,X=(10.0*7.0),70
1113,Charles has 25 Skittles . Diana takes 7 away . How many Skittles will Charles have ?,Charles has 25 Skittles . Diana takes 7 away . How many Skittles will Charles have ?,X=(25.0-7.0),18
1114,"Megan was selling her necklaces at a garage sale . She sold 7 bead necklaces and 3 gem stone necklaces . If each necklace cost 9 dollars , how much money did she earn ?","Megan was selling her necklaces at a garage sale . She sold 7 bead necklaces and 3 gem stone necklaces . If each necklace cost 9 dollars , how much money did she earn ?",X=(9.0*(7.0+3.0)),90
1115,What is the msrp for a hummer H1 that sold for 107272 dollars after an 8 % discount ?,What is the msrp for a hummer H1 that sold for 107272 dollars after an 8 % discount ?,x=107272.0/(1.0-8.0*0.01),117094.56
1116,The school is planning a field trip . There are 9 students and 3 seats on each school bus . How many buses are needed to take the trip ?,The school is planning a field trip . There are 9 students and 3 seats on each school bus . How many buses are needed to take the trip ?,X=(9.0/3.0),3
1117,Melanie goes fishing with Tom . Melanie catches 8 trout . Tom catches 2 times as many trout as Melanie . How many trout did Tom catch ?,Melanie goes fishing with Tom . Melanie catches 8 trout . Tom catches 2 times as many trout as Melanie . How many trout did Tom catch ?,x=8*2,16
1118,Maria 's investment fell 18.4 % in the month of June to 10976.31 dollars . What was the amount of her investment at the beginning of June ?,Maria 's investment fell 18.4 % in the month of June to 10976.31 dollars . What was the amount of her investment at the beginning of June ?,x=10976.31/(1-18.4*0.01),13451.36
1119,Mrs. Franklin had 58 Valentines . Mrs. Franklin gave some to her students . Now she has 16 . How many Valentines did Mrs. Franklin give   to her students ?,Mrs. Franklin had 58 Valentines . Mrs. Franklin gave some to her students . Now she has 16 . How many Valentines did Mrs. Franklin give   to her students ?,X=(58.0-16.0),42
1120,"Isha ’s pencil is 31 inches long . If she sharpens it , now her pencil is 14 inches long . How much did she sharpen off of her pencil ?","Isha ’s pencil is 31 inches long . If she sharpens it , now her pencil is 14 inches long . How much did she sharpen off of her pencil ?",X=(31.0-14.0),17
1121,"Jerry had 7 action figures , but needed 16 total for a complete collection . If each one costs $ 8 , how much money would he need to finish his collection ?","Jerry had 7 action figures , but needed 16 total for a complete collection . If each one costs $ 8 , how much money would he need to finish his collection ?",X=(8.0*(16.0-7.0)),72
1122,Jill invited 37 people to her birthday party . They each ate 8 pieces of pizza . How many pieces of pizza did they eat ?,Jill invited 37 people to her birthday party . They each ate 8 pieces of pizza . How many pieces of pizza did they eat ?,x=37*8,296
1123,There are 41 crayons and 26 pencils in the drawer . Sam placed 12 crayons in the drawer . How many crayons are now there in total ?,There are 41 crayons and 26 pencils in the drawer . Sam placed 12 crayons in the drawer . How many crayons are now there in total ?,X=41+12,53
1124,"The Hudson River flows at a rate of 3 miles per hour . A patrol boat travels 60 miles upriver , and returns in a total time of 9 hours . What is the speed of the boat in still water ?","The Hudson River flows at a rate of 3 miles per hour . A patrol boat travels 60 miles upriver , and returns in a total time of 9 hours . What is the speed of the boat in still water ?",(60.0/(x-3.0))+(60.0/(3.0+x))=9.0,13.978
1125,Sara 's high school played 12 basketball games this year . The team won most of their games . They were defeated during 4 games . How many games did they win ?,Sara 's high school played 12 basketball games this year . The team won most of their games . They were defeated during 4 games . How many games did they win ?,x=12-4,8
1126,Jennifer starts with 7 apples . She finds another 74 . How many apples does Jennifer end with ?,Jennifer starts with 7 apples . She finds another 74 . How many apples does Jennifer end with ?,X=(7.0+74.0),81
1127,"Ned was trying to expand his game collection . He bought 50 games from a friend and bought 27 more at a garage sale . If 74 of the games did n't work , how many good games did he end up with ?","Ned was trying to expand his game collection . He bought 50 games from a friend and bought 27 more at a garage sale . If 74 of the games did n't work , how many good games did he end up with ?",X=((50.0+27.0)-74.0),3
1128,Frank and his friend were buying trick decks from the magic shop for 7 dollars each . How much did they spend if Frank bought 3 decks and his friend bought 2 decks ?,Frank and his friend were buying trick decks from the magic shop for 7 dollars each . How much did they spend if Frank bought 3 decks and his friend bought 2 decks ?,X=(7.0*(3.0+2.0)),35
1129,"In Mr. Olsen 's mathematics class , 0.7 the students received A 's and 0.2 received B 's . What fraction of the students received either A 's or B 's ?","In Mr. Olsen 's mathematics class , 0.7 the students received A 's and 0.2 received B 's . What fraction of the students received either A 's or B 's ?",X=0.7+0.2,0.9
1130,Roger had 29 dollars . For his birthday he got 20 more dollars but spent 34 on a new game . How much money does he have now ?,Roger had 29 dollars . For his birthday he got 20 more dollars but spent 34 on a new game . How much money does he have now ?,X=((29.0+20.0)-34.0),15
1131,"Sandy has 10 books , Benny has 24 books , and Tim has 33 books . How many books do they have together ?","Sandy has 10 books , Benny has 24 books , and Tim has 33 books . How many books do they have together ?",X=10+24+33,67
1132,2 twice the sum of a number and 11 is 6 less than 4 times the number . What is the number ?,2 twice the sum of a number and 11 is 6 less than 4 times the number . What is the number ?,x=(2.0*11.0+6.0)/(4.0-2.0),14
1133,"There are 72 cards in Jean 's card collection . If the cards are organized into 9 groups , how big is each group ?","There are 72 cards in Jean 's card collection . If the cards are organized into 9 groups , how big is each group ?",X=(72.0/9.0),8
1134,"There were 3409 pieces of candy in a jar . If 145 pieces were red and the rest were blue , how many were blue ?","There were 3409 pieces of candy in a jar . If 145 pieces were red and the rest were blue , how many were blue ?",X=(3409.0-145.0),3264
1135,"Martha has 2 peanuts . Joyce has 26 peanuts . If Joyce gives all of her peanuts to Martha , how many peanuts will Martha have ?","Martha has 2 peanuts . Joyce has 26 peanuts . If Joyce gives all of her peanuts to Martha , how many peanuts will Martha have ?",X=(2.0+26.0),28
1136,Jason grew 32 watermelons and 22 cantelopes . Dan grew 31 watermelons . How many watermelons did they grow in total ?,Jason grew 32 watermelons and 22 cantelopes . Dan grew 31 watermelons . How many watermelons did they grow in total ?,X=32+31,63
1137,There are 107 walnut trees currently in the park . Park workers will plant 104 walnut trees today . How many walnut trees will the park have when the workers are finished ?,There are 107 walnut trees currently in the park . Park workers will plant 104 walnut trees today . How many walnut trees will the park have when the workers are finished ?,X=107+104,211
1138,How much water must be added to 200 gallons of mixture which is 80 percent alcohol to reduce it to a 75 percent mixture ?,How much water must be added to 200 gallons of mixture which is 80 percent alcohol to reduce it to a 75 percent mixture ?,x=((200.0*80.0)*0.01-(75.0*0.01)*200.0)/((75.0*0.01)-0.01),13
1139,"Christian ’s father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks . If every sack can contain around 20 pieces of wood , how many sacks were they able to fill if they gathered 80 pieces of wood ?","Christian ’s father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks . If every sack can contain around 20 pieces of wood , how many sacks were they able to fill if they gathered 80 pieces of wood ?",x=80/20,4
1140,"A bathing suit manufacturer has a supply of 14797 bathing suits for men . In addition , it has 4969 bathing suits for women . How many bathing suits are available overall ?","A bathing suit manufacturer has a supply of 14797 bathing suits for men . In addition , it has 4969 bathing suits for women . How many bathing suits are available overall ?",X=14797.0+4969.0,19766
1141,A carpenter bought a piece of wood that was 0.41 meters long . Then she sawed 0.33 meters off the end . How long is the piece of wood now ?,A carpenter bought a piece of wood that was 0.41 meters long . Then she sawed 0.33 meters off the end . How long is the piece of wood now ?,X=0.41-0.33,0.08
1142,"At the arcade Dave won 25 tickets . If he spent 22 tickets on a beanie and later won 15 more tickets , how many would he have ?","At the arcade Dave won 25 tickets . If he spent 22 tickets on a beanie and later won 15 more tickets , how many would he have ?",X=((25.0+15.0)-22.0),18
1143,"David has 8 bananas . He gets 50 more from Christopher . Later , David buys 9 cards at the store . How many bananas does David have in all ?","David has 8 bananas . He gets 50 more from Christopher . Later , David buys 9 cards at the store . How many bananas does David have in all ?",X=(8.0+50.0),58
1144,Wendy had 82 files on her computer . She deleted 37 of them and put the rest into folders with 5 files in each one . How many folders did Wendy end up with ?,Wendy had 82 files on her computer . She deleted 37 of them and put the rest into folders with 5 files in each one . How many folders did Wendy end up with ?,X=((82.0-37.0)/5.0),9
1145,"A new building needed 10 windows . The builder had already installed 6 of them . If it takes 5 hours to install each window , how long will it take him to install the rest ?","A new building needed 10 windows . The builder had already installed 6 of them . If it takes 5 hours to install each window , how long will it take him to install the rest ?",X=(5.0*(10.0-6.0)),20
1146,Ellen went to a garage sale to buy chairs . Each chair cost 15 dollars .   How much money did Ellen spend for the 12 chairs she bought ?,Ellen went to a garage sale to buy chairs . Each chair cost 15 dollars .   How much money did Ellen spend for the 12 chairs she bought ?,X=(15.0*12.0),180
1147,A marine biologist measured 1 fish that was 0.3 foot long and a second fish that was 0.2 foot long . How much longer was the first fish ?,A marine biologist measured 1 fish that was 0.3 foot long and a second fish that was 0.2 foot long . How much longer was the first fish ?,X=0.3-0.2,0.1
1148,"A cell phone company has a total of 7422 customers across the world . If 723 of its customers live in the United States , how many of its customers live in other countries ?","A cell phone company has a total of 7422 customers across the world . If 723 of its customers live in the United States , how many of its customers live in other countries ?",X=7422.0-723.0,6699
1149,"Bianca and her friends were recycling paper for their class . For every 3 pounds they recycled they earned one point . If Bianca recycled 24 pounds and her friends recycled 3 pounds , how many points did they earn ?","Bianca and her friends were recycling paper for their class . For every 3 pounds they recycled they earned one point . If Bianca recycled 24 pounds and her friends recycled 3 pounds , how many points did they earn ?",X=((3.0+24.0)/3.0),9
1150,Wayne collects 9 blocks . Wayne 's father gives Wayne 6 more . How many blocks does Wayne have ?,Wayne collects 9 blocks . Wayne 's father gives Wayne 6 more . How many blocks does Wayne have ?,X=(9.0+6.0),15
1151,"Kaleb was collecting cans for recycling . On Saturday he filled 5 bags up and on Sunday he filled 5 more bags . If each bag had 4 cans in it , how many cans did he pick up total ?","Kaleb was collecting cans for recycling . On Saturday he filled 5 bags up and on Sunday he filled 5 more bags . If each bag had 4 cans in it , how many cans did he pick up total ?",X=(4.0*(5.0+5.0)),40
1152,Mrs. Santiago has 58 red roses . Mrs. Garrett has 24 . How many more red roses does Mrs. Santiago have than Mrs. Garrett ?,Mrs. Santiago has 58 red roses . Mrs. Garrett has 24 . How many more red roses does Mrs. Santiago have than Mrs. Garrett ?,X=(58.0-24.0),34
1153,"While shopping for music online , Janet bought 6 country albums and 2 pop albums . Each album came with a lyric sheet and had 9 songs . How many songs did Janet buy total ?","While shopping for music online , Janet bought 6 country albums and 2 pop albums . Each album came with a lyric sheet and had 9 songs . How many songs did Janet buy total ?",X=(9.0*(6.0+2.0)),72
1154,"Isabel had 72 homework problems . She finished 32 of them but still had 5 pages of problems to do . If each page has the same number of problems on it , how many problems are on each page ?","Isabel had 72 homework problems . She finished 32 of them but still had 5 pages of problems to do . If each page has the same number of problems on it , how many problems are on each page ?",X=((72.0-32.0)/5.0),8
1155,"When relatives visit Haley and her family , she and her cousins do origami . If she has 48 origami papers to give away to her 6 cousins , how many will each receive if she gives everyone the same number of origami papers ?","When relatives visit Haley and her family , she and her cousins do origami . If she has 48 origami papers to give away to her 6 cousins , how many will each receive if she gives everyone the same number of origami papers ?",x=48/6,8
1156,A pet store had 19 siamese cats and 45 house cats . During a sale they sold 56 cats . How many cats do they have left ?,A pet store had 19 siamese cats and 45 house cats . During a sale they sold 56 cats . How many cats do they have left ?,X=((19.0+45.0)-56.0),8
